"PID", "Sale_Price"
534477110, 143755.78
535105100, 179782.62
535126100, 126907.77
535154130, 144873.59
535175030, 151182.19
535175050, 144488.55
535301170, 168070.91
535303110, 136586.76
535304100, 121697.43
535325290, 102938.79
535352090, 105040.25
535378020, 101526.16
535382100, 152682.86
535383060, 70093.24
535425070, 193160.25
535452140, 109855.99
535453100, 128163.96
535454100, 129721.03
535476240, 122326.59
902103120, 146840.19
902103170, 86212.51
902109140, 124432.81
902110080, 139676.74
902134120, 122791.52
902301060, 125511.84
902329080, 129808.45
902477120, 82837.51
903200080, 225554.23
903201020, 141772.98
903226170, 151074.47
903231060, 55747.31
903400220, 170262.16
903429110, 141435.44
903451090, 140567.83
903475100, 96615.4
903476090, 112821.63
903481130, 113726.47
904301100, 124408.72
904351200, 114430.95
905101260, 151795.46
905103040, 162882.42
905103070, 141642.31
905107310, 127305.97
905200220, 121977.75
905450020, 151114.47
905451340, 105416.2
905452040, 146926.62
905476230, 102742.11
906223210, 233621.17
906226080, 153724.01
906230010, 275170.28
906340100, 359037.86
906340120, 297864.53
906378110, 222972.54
906380050, 216981.25
906380060, 304933.67
906380130, 230341.15
906392130, 179648.54
906475070, 221575.59
907126010, 163010.08
907126050, 160225.22
907131090, 211892.72
907135040, 163400.12
907175100, 193907.94
907196060, 192263.18
907202050, 160527.28
907227030, 134877.17
907285050, 184812.19
908154040, 327246.3
908201040, 111948.05
908225370, 79797.09
908276150, 53011.23
909101010, 131374.45
909101140, 136761.25
909175080, 78197.75
909250080, 101080.77
909251050, 154734.84
909253180, 137129.49
909254010, 144141.89
909276200, 178339.63
909426090, 184528.02
909451040, 106420.79
909451180, 129664.11
909452050, 216731.29
911103050, 79929.13
912251110, 83166.08
914476430, 173978.44
916403010, 189949.7
916403200, 227625.79
916403250, 224204.04
916455070, 220607.92
923201100, 139609.49
923202060, 140845.31
923203110, 160614.61
923225360, 101311.71
923225490, 105009.68
923226270, 98296.42
923227080, 157750.85
527105050, 189605.21
527145090, 206520.96
527161010, 178485.15
527163100, 180081.2
527226020, 151132.29
527301170, 210870.77
527357110, 143853.05
527358120, 176260.85
527359070, 187814.45
527401130, 132286.5
527402130, 98278.01
527454120, 129208.66
527455270, 85312.33
528104080, 418482.55
528118090, 443676.92
528120130, 369668.06
528142020, 302471.72
528180110, 325926.05
528180140, 370012.08
528186130, 357827.94
528188090, 174821.13
528228465, 170466.8
528235020, 175916.56
528280180, 213121.93
528290010, 203001.16
528315060, 286129.44
528346050, 336863.2
528363020, 337636.45
528365060, 343069.35
528427010, 233602.2
528458050, 225544.79
528477040, 212871.15
528478030, 265568.67
528480060, 326731.29
528488140, 214342.22
531371070, 193564.96
531375050, 147708.46
531375110, 167071.24
531375120, 164048.67
531382090, 179141.12
531384030, 206144.67
532354150, 125696.72
532376170, 86436.64
532378200, 124460.8
532479020, 141181.1
533206050, 177538
533208080, 163057.21
533212140, 157472.84
533215030, 237621.96
533215080, 274627.52
533236090, 329599.25
533250110, 238198.97
533250160, 306755.82
534127210, 185957.53
534128050, 167187.28
534204030, 137281.18
534250370, 313956.75
534250410, 217161.01
534252270, 167086.68
534276190, 103013.86
534277070, 112952.62
534401130, 191657.3
534403080, 197252.08
534403100, 161714.66
534403260, 125649.04
534427040, 149836.67
534428020, 126443.63
534428100, 140597.78
534453140, 84676.14
535105060, 187750.64
535105090, 145579.31
535301080, 109645.25
535302140, 122685.86
535352080, 116004.2
535354200, 167703.86
535375160, 110054.72
535380050, 144759.02
535425060, 166675.67
535426260, 138462.84
535427070, 223001.74
535451010, 131212.34
535451050, 129006.48
535453020, 162899.32
535453040, 127482.09
535453210, 158881.68
535456070, 155765.59
535456100, 104892.38
535475020, 158257.49
902102060, 183246.64
902105010, 103728.26
902109110, 194653.54
902128075, 110822.68
902201120, 85938.48
902207120, 90516.33
902304060, 141299.13
902305080, 157238.32
902326060, 178171.8
902402260, 59094.83
902427045, 105603.92
903201030, 137562.74
903204010, 136796.58
903206070, 142261.8
903225160, 123424.54
903226060, 169005.92
903228040, 151583.26
903231080, 118054.37
903232030, 81176.32
903232090, 160064.45
903233080, 160283.04
903400180, 188182.93
903401050, 135867.62
903452025, 74270.67
903454100, 133678.5
903455030, 114059.01
903456130, 100682.02
903481100, 68903.55
904100160, 128725.6
905100020, 141152.31
905103030, 144968.76
905104080, 103709.35
905104110, 141134.49
905107380, 114935
905108170, 151141.53
905200510, 139727.29
905201120, 165373.66
905352070, 239730.18
905427070, 215320.51
905452070, 101155.69
905479110, 116227.64
905480150, 89627.59
905480240, 89984.83
906223140, 224889.34
906420130, 236006.86
906424010, 255041.98
907176010, 194372.36
907187080, 189009.93
907192130, 211307.71
907200110, 134998.33
907201060, 150250.56
907202160, 149271.16
907202240, 175230.92
907251090, 244050.35
907253060, 223368.3
907253110, 219116.96
907254090, 231891.26
907255020, 254671.25
907285080, 216227.02
907295020, 234914.41
907295100, 245678.89
907412040, 184148.86
907412080, 180736.8
907412090, 211404.97
907420080, 189398.17
907425010, 137673.11
907425015, 150891.44
907425035, 154971.7
908102040, 182567.57
908102260, 156761.3
908103260, 127378.59
908152270, 163911.41
908201110, 92795.53
908201120, 113560.49
908275130, 119296.91
909100150, 129461.98
909131170, 144091.27
909175100, 164915.61
909250040, 181402.06
909250230, 190101.6
909251080, 146325.58
909251090, 222785.83
909252110, 174403.2
909275040, 134122.24
909276170, 177971
909282030, 307027.96
909425085, 247142.71
909451020, 114241.99
909451150, 146787.97
910202050, 69776.92
910203090, 118429.81
910206110, 89315.26
910226040, 153539.82
911102090, 108155.43
911226030, 65169.78
914453045, 270062.39
914465060, 265217.38
914467050, 199829.41
914476080, 132640.07
916382120, 297349.16
916384100, 258191.8
916402015, 176564.01
916403230, 195953.72
916477020, 320969.04
923204040, 156109.79
923225150, 116585.28
923225310, 104706.34
923225370, 108526.32
923228080, 127969
923277080, 110282.45
923400040, 169418.66
924100020, 162950.04
1007100110, 95925.49
526355190, 270262.2
527110120, 190012.96
527110130, 167036.16
527165100, 151178.61
527175130, 178747.16
527182170, 230660.37
527184020, 213467.11
527184110, 242155.11
527212060, 369386.51
527252070, 285995.68
527256040, 436478.88
527327050, 195400.21
527328050, 156938.46
527353080, 163798.41
527356050, 152360.72
527404100, 106165.14
527450030, 112622.37
527450150, 108050.5
527451020, 118622.07
527453010, 170316.59
527455250, 116702.18
528112150, 262190.17
528118050, 415109.6
528120150, 314759.31
528142050, 397426.56
528150040, 389038.39
528150110, 364518.22
528150120, 346067.92
528166150, 342047.94
528181080, 204239.91
528186050, 310399.06
528186190, 213015.76
528188160, 208169.82
528221050, 198143.51
528221090, 190344.26
528222040, 192353.35
528231030, 201092.81
528240020, 189735.12
528250010, 168384.07
528275035, 169312.67
528280110, 172582.33
528290060, 150105.47
528326060, 282215.61
528327060, 429188.16
528344020, 343897.12
528358040, 298817.36
528366050, 310494.74
528366070, 306348.76
528376010, 337870.99
528429090, 339705.68
528431030, 231233.6
528431050, 257766.42
528431110, 302680.14
528435010, 207439.66
528439080, 229346.39
528445070, 252320.74
528458080, 250412.24
528458090, 184391.25
528477020, 255638.58
528482030, 262595.17
531375140, 164341.16
531380110, 201633.01
531451030, 174078.88
531451150, 126734.41
532354060, 131593.59
532354070, 133876.32
532377050, 161191.08
532377140, 129436.8
532378240, 106408.29
532479140, 158010.59
533120030, 359210.98
533206060, 189175.26
533208030, 222568.93
533213130, 173477.72
533223050, 149059.71
533241030, 242336.54
533242080, 193466.71
533251110, 291724.52
534127080, 228926.37
534127140, 151778.92
534275170, 131738
534276160, 115521.27
534278170, 147538.35
534403040, 162007.86
534403420, 127744.6
534429030, 83343.48
534478140, 131730.87
535101150, 151146.86
535105110, 162880.71
535106140, 88454.63
535152060, 126188.46
535176070, 156607.84
535177020, 110923.65
535177110, 187149.32
535181140, 164013.56
535300040, 125927.16
535301160, 139079.89
535325090, 127313.32
535327200, 129627.46
535353050, 156990.12
535354050, 131097.63
535375130, 100116.93
535450220, 110822.02
535450310, 158984.94
535451040, 123885.99
535457050, 103552.73
535477130, 142353.68
535478040, 111987.37
902100010, 101369.53
902107050, 125811.51
902202070, 124814.23
902206270, 160576.24
902207010, 116881.92
902207150, 114118.39
902304040, 148203.71
902332030, 190006.76
902427180, 116449.24
903204030, 160372.38
903227140, 142279.87
903231050, 111856.58
903231180, 131038.97
903232100, 142577.36
903233180, 143847.15
903234160, 100406.64
903425280, 138866.66
903426010, 118595.72
903451110, 104308.6
903453080, 191134.83
903454090, 127542.13
903475040, 125675.68
904101070, 245412.01
905101070, 95569.21
905104090, 99686.78
905104170, 95169.48
905107140, 132459.42
905475270, 108972.94
905480090, 115422.36
906201022, 172218.37
906201023, 222419.03
906203140, 244152.76
906340090, 349691.99
906378120, 256972.8
906378170, 224849.97
906380160, 188202.68
906382020, 206601.97
906392080, 162862.03
906426060, 277531.29
907125120, 140785.39
907131060, 177509.7
907180040, 200322.79
907187040, 235897.64
907192040, 216826.92
907192150, 184352.56
907200250, 158489.26
907202220, 125847.66
907203060, 117946.59
907203110, 155347.1
907250050, 276820.47
907252190, 262613.26
907260040, 183898.6
907260050, 216170.24
907270040, 271602.67
907275150, 293620.52
907280090, 233402.1
907290140, 139519.69
907295040, 255254.5
907401060, 203841.84
907405130, 185212.18
908102160, 127006.42
908103090, 126990.93
908152070, 134736.65
908152280, 174574.42
908154195, 395866.83
908186050, 128389.32
908228010, 98289.83
908275090, 124066.87
908276230, 113360.95
909251040, 149974.03
909254150, 137609.16
909275030, 171462.38
909275160, 162392.87
909275310, 259853.74
909281130, 270917.19
909282020, 230470.57
909452102, 219758.21
909455060, 157851.74
909475230, 275407.06
910200040, 123213.64
910203290, 106732.32
910204090, 57823.24
914460020, 198164.72
914460110, 222537.55
914478020, 119666.95
916326090, 222525.96
916384080, 237615.33
916403040, 172805.73
916403290, 207754.23
916455010, 215713.32
916455150, 296538.91
921126010, 308763.2
923203010, 152587.28
923204050, 171751.7
923225050, 143703.71
923229140, 216333.08
923230010, 173370.76
923275010, 164929.68
526302030, 146325.69
526302120, 213519.82
527105060, 189918.53
527107030, 182342.25
527108090, 256940.45
527163020, 176132.66
527190220, 278114.08
527210040, 459986.65
527216050, 416440.85
527301010, 194725.21
527355280, 216627.68
527356060, 167750.3
527358090, 193256.43
527376110, 169514.81
527402380, 90891.79
527450080, 131595.04
527451200, 107587.02
527451380, 122072.33
527452290, 145386.95
527455100, 138072
528102080, 389368.44
528106010, 333436.53
528106120, 273862.38
528112010, 279625.65
528114010, 415283.91
528118010, 327063.52
528120140, 381140.73
528142110, 384533.86
528144030, 306016.52
528150080, 376340.49
528150090, 394917.1
528164040, 372851.22
528170040, 450199.56
528172020, 296945.3
528186110, 302849.46
528218030, 178479.96
528218060, 177410.43
528228415, 159651.56
528228550, 165163.61
528228565, 188103.52
528231050, 203649.02
528240080, 227850.99
528250060, 175109.02
528315030, 337766.87
528429120, 373206.28
528477010, 360792.95
531363080, 159255
531375060, 158031.77
531375100, 184557.79
531450040, 168871.84
531451290, 195310.44
531452080, 168946.72
531452100, 141337.6
532376250, 109392.71
532476050, 268725.7
533110130, 298285.08
533125120, 394300.98
533127080, 348648.77
533206040, 165099.8
533212100, 144163.63
533212120, 144782.05
533253030, 202717.08
533253090, 184216.07
534126060, 168520.21
534127270, 168947.73
534128210, 251636.82
534201130, 119550.79
534202020, 121599.16
534250300, 186546.35
534275010, 136372.34
534276230, 155780.35
534403400, 173048.79
534403440, 151152.33
534427090, 112056.15
534429130, 153726.63
534430050, 124002.36
534431030, 143308.42
534453150, 133440.38
534479240, 144283.39
535101110, 137715.1
535151080, 128992.76
535152280, 147212.56
535176050, 148447.55
535177100, 137133.53
535180070, 126739.17
535301150, 137321.29
535304020, 130941.22
535325130, 120654.9
535325340, 127156.89
535325350, 132669.09
535325460, 201610.99
535327210, 150415.98
535353180, 213468.51
535354130, 134118.09
535355100, 104357.43
535377070, 72248.35
535379100, 147996.92
535401140, 135198.7
535425040, 205441.08
535450100, 177092.93
535451210, 123819.62
535457070, 139633.15
535477060, 129221.97
535478010, 131267.93
535478090, 100146.17
902106040, 179423.83
902109010, 92864.69
902110120, 147040.63
902111010, 96784.32
902128100, 107935.97
902134060, 115862.55
902206020, 79531.7
902325160, 94817.69
902401090, 98147.31
902406030, 104957.22
903206160, 188656.7
903225090, 167143.2
903229040, 121771.25
903233220, 133966.64
903236200, 116400.67
903400030, 93864.53
903458010, 98039.76
904101040, 128313.1
905103130, 160796.57
905103180, 135029.46
905107070, 159233.95
905225080, 232487.82
905300010, 128634.25
905351045, 175462.93
905426100, 192354.03
905427010, 196512.23
905427140, 196929.28
905475150, 142484.83
906204180, 238558.03
906225180, 227577.95
906382050, 241440.36
906392100, 249345.44
906475050, 182802.95
907130110, 177842.91
907175030, 224936.01
907175060, 227562.94
907187010, 225099.6
907194130, 185450.51
907200170, 139977.54
907202140, 155483.66
907227090, 119758.88
907252050, 204441.3
907255050, 271864.66
907265030, 234928.08
907285100, 233116.44
907290080, 221117.36
907290230, 134809.99
907401050, 199206.25
907405030, 218497.06
907410040, 196913.25
907410100, 187329.73
907412010, 189011.38
907414040, 198108.59
907418020, 173423.99
907420070, 179780.64
907420090, 189467.06
908103310, 138914.9
908103320, 136187.84
908127050, 139643.58
908186060, 125566.71
908186070, 133057.4
908186090, 131221.85
908188120, 131302.39
908188140, 131761.28
908188150, 138245.22
908225180, 85399.82
908227010, 88263.01
908227040, 70213.04
908275290, 114132.28
909101050, 116619.86
909103020, 102322.88
909250210, 126778.77
909256010, 159456.91
909276070, 201784.41
909280070, 193566
910203100, 57888.68
910226060, 137166.03
914476500, 163029.36
916252170, 269016.36
921205050, 348558.55
923203100, 180886.47
923225260, 185112.89
923226150, 143774.75
923228260, 105069.93
923251180, 188875.98
924100070, 177055.17
