"PID", "Sale_Price"
907227030, 135414.55
907285050, 208883.55
908154040, 298500.44
908201040, 99886.48
908225370, 87851.98
908276150, 75151.18
909101010, 144844
909101140, 147341.09
909175080, 75389.86
909250080, 115370
909251050, 171436.08
909253180, 124860.82
909254010, 149363.28
909276200, 170684.06
909426090, 175850.75
909451040, 126241.16
909451180, 125406.88
909452050, 205961.62
911103050, 110007.18
912251110, 76440.54
914476430, 162005.86
916403010, 180681.58
916403200, 217370.03
916403250, 216904.25
916455070, 209778.38
923201100, 132447.61
923202060, 143732.62
923203110, 156818.42
923225360, 99655.35
923225490, 126455.68
923226270, 93690.6
923227080, 152601.61
527105050, 178873.05
527145090, 176279.34
527161010, 179541.09
527163100, 183735.64
527226020, 195393.17
527301170, 218274.3
527357110, 140841.92
527358120, 170950.02
527359070, 188032.94
527401130, 168116.09
527402130, 124790.6
527454120, 135370.52
527455270, 116329.22
528104080, 385208.38
528118090, 386711.44
528120130, 357229.62
528142020, 251292.64
528180110, 315137.19
528180140, 353967.53
528186130, 368303.38
528188090, 147143
528228465, 182142.81
528235020, 185153.45
528280180, 221462.28
528290010, 188405.23
528315060, 238624.48
528346050, 330923
528363020, 306327.69
528365060, 308548.25
528427010, 245876.95
528458050, 207216.73
528477040, 227677.22
528478030, 287574.34
528480060, 319823
528488140, 196378.81
531371070, 197581.62
531375050, 149942.09
531375110, 145089.06
531375120, 148865.8
531382090, 189270.8
531384030, 197679.8
532354150, 136792.22
532376170, 117084.2
532378200, 132607.53
532479020, 165133.55
533206050, 187623.59
533208080, 160051.22
533212140, 156283.17
533215030, 222328.69
533215080, 282449.84
533236090, 276240.62
533250110, 215538.38
533250160, 299021.22
534127210, 158649.27
534128050, 158252.56
534204030, 144923.67
534250370, 302357.69
534250410, 202057.98
534252270, 186923.02
534276190, 110021.03
534277070, 109598.89
534401130, 153340.92
534403080, 163721.58
534403100, 157323.2
534403260, 153555.16
534427040, 148724.89
534428020, 134657.23
534428100, 142495.23
534453140, 89767.08
535105060, 192821.89
535105090, 151354.72
535301080, 126202.45
535302140, 123749.82
535352080, 123670
535354200, 159966.89
535375160, 119124.85
535380050, 135238.28
535425060, 167507.84
535426260, 154021.61
535427070, 229124.73
535451010, 121166.53
535451050, 107921.31
535453020, 161248.83
535453040, 130487.3
535453210, 143745.45
535456070, 145342.77
535456100, 108175.11
535475020, 168876.14
902102060, 150725.06
902105010, 123477.24
902109110, 144848.91
902128075, 103900.92
902201120, 104501.76
902207120, 71319.16
902304060, 142923.91
902305080, 187415.23
902326060, 152059.88
902402260, 83039.76
902427045, 96102.8
903201030, 147922.02
903204010, 142325.45
903206070, 134039.36
903225160, 110967.52
903226060, 166129.81
903228040, 149827.75
903231080, 117224.26
903232030, 83252.89
903232090, 166562.11
903233080, 181979.78
903400180, 220113.36
903401050, 136001.47
903452025, 102510.99
903454100, 175793.95
903455030, 116865.98
903456130, 120108.92
903481100, 65813.59
904100160, 125135.95
905100020, 140045.95
905103030, 151856.97
905104080, 111932.77
905104110, 141318.38
905107380, 133528.09
905108170, 152564.89
905200510, 157573.94
905201120, 164446.12
905352070, 226592.41
905427070, 235015.44
905452070, 114109.7
905479110, 137021.48
905480150, 98935.45
905480240, 109120.2
906223140, 232054.2
906420130, 209440.47
906424010, 249806.06
907176010, 210575.69
907187080, 190487.42
907192130, 234918.47
907200110, 144342.98
907201060, 138702.16
907202160, 134237.81
907202240, 163452.34
907251090, 244044.33
907253060, 225940.2
907253110, 246348.56
907254090, 247136.58
907255020, 273453.38
907285080, 197044.12
907295020, 213570.75
907295100, 203227.22
907412040, 188689.16
907412080, 187665.02
907412090, 212235.02
907420080, 170262.44
907425010, 147773.56
907425015, 150497.55
907425035, 151982.81
908102040, 145586.28
908102260, 168485.03
908103260, 135840.44
908152270, 172238.45
908201110, 79941.3
908201120, 135369.45
908275130, 122649.42
909100150, 105271.47
909131170, 139441.53
909175100, 161572.53
909250040, 152060.3
909250230, 190231.53
909251080, 142871.28
909251090, 168550.28
909252110, 167708.08
909275040, 167903.95
909276170, 175543.66
909282030, 427013.41
909425085, 245748.94
909451020, 127877.22
909451150, 159770.7
910202050, 84759.62
910203090, 113984.22
910206110, 101114.41
910226040, 128137.57
911102090, 110637.83
911226030, 70830.52
914453045, 220464.78
914465060, 281252.31
914467050, 187739.75
914476080, 130606.58
916382120, 332156.31
916384100, 239391.44
916402015, 202584.36
916403230, 208198.12
916477020, 298282.28
923204040, 158441.78
923225150, 107602.86
923225310, 103440.54
923225370, 112482.36
923228080, 101390.39
923277080, 124285.99
923400040, 146648.06
924100020, 178537.98
1007100110, 138595.58
526355190, 346666.16
527110120, 186700.53
527110130, 169944.42
527165100, 166577.94
527175130, 155805.47
527182170, 211145.11
527184020, 183361.23
527184110, 210494.16
527212060, 410830
527252070, 238122.47
527256040, 404168.22
527327050, 229287.44
527328050, 163940.16
527353080, 149216.62
527356050, 146176.95
527404100, 127674.55
527450030, 107802.12
527450150, 114970.82
527451020, 122517.24
527453010, 162451.66
527455250, 128651.55
528112150, 267787.94
528118050, 414931.28
528120150, 299677.66
528142050, 308051.25
528150040, 344425.72
528150110, 366976
528150120, 381495.97
528166150, 389840.34
528181080, 208927.98
528186050, 263135.5
528186190, 209514.69
528188160, 190342.75
528221050, 186631.05
528221090, 174435
528222040, 185036.58
528231030, 156585.22
528240020, 197365.58
528250010, 164252.84
528275035, 169349.44
528280110, 174718.16
528290060, 147858.53
528326060, 237139.86
528327060, 390586.84
528344020, 330992.69
528358040, 293302.12
528366050, 289201.88
528366070, 262116.81
528376010, 296505
528429090, 333189.75
528431030, 228638.38
528431050, 246657.78
528431110, 308374
528435010, 207654.44
528439080, 240784.69
528445070, 246532.12
528458080, 235696.5
528458090, 201416.75
528477020, 252251.86
528482030, 297377.88
531375140, 150661.03
531380110, 186307.72
531451030, 200805.8
531451150, 124912.69
532354060, 132243.19
532354070, 134051.8
532377050, 147745.14
532377140, 137742.22
532378240, 120950.84
532479140, 144565
533120030, 356579.88
533206060, 168060.06
533208030, 205362.42
533213130, 185789.78
533223050, 138088.83
533241030, 244925.25
533242080, 178863.97
533251110, 275037.31
534127080, 188568.94
534127140, 145141.44
534275170, 131407.61
534276160, 119205.72
534278170, 135873.78
534403040, 168339.19
534403420, 134082.28
534429030, 99722.99
534478140, 145758.45
535101150, 135656.36
535105110, 159540.64
535106140, 120040.88
535152060, 140212.67
535176070, 158377.36
535177020, 126004.13
535177110, 167703.92
535181140, 145840.2
535300040, 149752.05
535301160, 139013.56
535325090, 140978.62
535327200, 134257.53
535353050, 121070.5
535354050, 129488.15
535375130, 119172.28
535450220, 134279.36
535450310, 157442.53
535451040, 122619.55
535457050, 112086.67
535477130, 152107.5
535478040, 131317.5
902100010, 120351.54
902107050, 131926.08
902202070, 109596.57
902206270, 123091.27
902207010, 96970.09
902207150, 126296.36
902304040, 123578.02
902332030, 199693.44
902427180, 133747.52
903204030, 137501.25
903227140, 130378.01
903231050, 108535.23
903231180, 117000.34
903232100, 143136.3
903233180, 120453.14
903234160, 105746.44
903425280, 133379.31
903426010, 128331.44
903451110, 120739.64
903453080, 193232.5
903454090, 122462.52
903475040, 132893.31
904101070, 177014.09
905101070, 90240.75
905104090, 118977.57
905104170, 113742.39
905107140, 132266.66
905475270, 106453.84
905480090, 104072.35
906201022, 204894.98
906201023, 266289.19
906203140, 237600.33
906340090, 375546.09
906378120, 253208.25
906378170, 205914.41
906380160, 178798.88
906382020, 220339.88
906392080, 173084.69
906426060, 284011.19
907125120, 135491.64
907131060, 160234.09
907180040, 191828.39
907187040, 228271.8
907192040, 219021.52
907192150, 187402.78
907200250, 141864.03
907202220, 136621.23
907203060, 129008.94
907203110, 138906.08
907250050, 306020.81
907252190, 253486.14
907260040, 200635.92
907260050, 216536.16
907270040, 322486.44
907275150, 311012.56
907280090, 239406.61
907290140, 143079.44
907295040, 233284.22
907401060, 204001.17
907405130, 189645.34
908102160, 126196.34
908103090, 127773.19
908152070, 141447.7
908152280, 146882.78
908154195, 264572.06
908186050, 151667.23
908228010, 130984.3
908275090, 106504.02
908276230, 118786.06
909251040, 141243.56
909254150, 137291.02
909275030, 145856.81
909275160, 147166.27
909275310, 230523.28
909281130, 248285.8
909282020, 181307.14
909452102, 174094.98
909455060, 172189.19
909475230, 333606.69
910200040, 119960.34
910203290, 118219.7
910204090, 96814.24
914460020, 198052.17
914460110, 215194.62
914478020, 129881.03
916326090, 236811.06
916384080, 216490.55
916403040, 172306.11
916403290, 213484.62
916455010, 190169.67
916455150, 308512.44
921126010, 330703.16
923203010, 155168.77
923204050, 130686.26
923225050, 146133.09
923229140, 208793.7
923230010, 173432.09
923275010, 163260.62
526302030, 142657.75
526302120, 202752.12
527105060, 179707.52
527107030, 172935.61
527108090, 224979.41
527163020, 176451.48
527190220, 308246.06
527210040, 432138.69
527216050, 314051.34
527301010, 204849.28
527355280, 204844.27
527356060, 178937.48
527358090, 169841.98
527376110, 175123.02
527402380, 109573.16
527450080, 145080.03
527451200, 104106.77
527451380, 123462.87
527452290, 139227.95
527455100, 142670.53
528102080, 416352.16
528106010, 384612.97
528106120, 263578.31
528112010, 244247.81
528114010, 380869.97
528118010, 355220.75
528120140, 308668.22
528142110, 321319.59
528144030, 291289.31
528150080, 349181.75
528150090, 338389.66
528164040, 360514.44
528170040, 428309.06
528172020, 293283.06
528186110, 306204.59
528218030, 188518.75
528218060, 174600.06
528228415, 199118.16
528228550, 143185.86
528228565, 201082.98
528231050, 187313.27
528240080, 233443.64
528250060, 180452.25
528315030, 324970.5
528429120, 400320.75
528477010, 430105.88
531363080, 127011.38
531375060, 135410.3
531375100, 163132.44
531450040, 166309.55
531451290, 192746.5
531452080, 197442.81
531452100, 168605.62
532376250, 121608.41
532476050, 331240.47
533110130, 271922.91
533125120, 418939.91
533127080, 315825.91
533206040, 157877.89
533212100, 140786.33
533212120, 149294.48
533253030, 201080.17
533253090, 201577.89
534126060, 182413.61
534127270, 163631.91
534128210, 279346.31
534201130, 132250.39
534202020, 137337.59
534250300, 194844.59
534275010, 132438.61
534276230, 159770.84
534403400, 177232.44
534403440, 166589.14
534427090, 127427
534429130, 148695.06
534430050, 136902.64
534431030, 136681.64
534453150, 134847.69
534479240, 140844.69
535101110, 135632.66
535151080, 147988.78
535152280, 134313
535176050, 141995.84
535177100, 145360.53
535180070, 141117.83
535301150, 142019.86
535304020, 134195.92
535325130, 153289.7
535325340, 130154.16
535325350, 140650.27
535325460, 217212.62
535327210, 148303.61
535353180, 224270.38
535354130, 128984.98
535355100, 121938.81
535377070, 76188.04
535379100, 149995.14
535401140, 142579.39
535425040, 186711.75
535450100, 140369.83
535451210, 98552.14
535457070, 133448.72
535477060, 147257.11
535478010, 131992.78
535478090, 113157.49
902106040, 153825.64
902109010, 96223.78
902110120, 179237.34
902111010, 104748.3
902128100, 116662.83
902134060, 108592.42
902206020, 71494.62
902325160, 121775.01
902401090, 91689.8
902406030, 121136.95
903206160, 165987.75
903225090, 166806.61
903229040, 141683.78
903233220, 118111.19
903236200, 121297.19
903400030, 101809.95
903458010, 115422.01
904101040, 126703.97
905103130, 162502.94
905103180, 131609.8
905107070, 160015.08
905225080, 242823.08
905300010, 126846.35
905351045, 157379.2
905426100, 169296.3
905427010, 225101.16
905427140, 185412.62
905475150, 137027.56
906204180, 267353.34
906225180, 214128.06
906382050, 219771.05
906392100, 229752.84
906475050, 166515.91
907130110, 171758.05
907175030, 235288.64
907175060, 209476.45
907187010, 228158.61
907194130, 200979.94
907200170, 129438.54
907202140, 141041.89
907227090, 124504.49
907252050, 199048.11
907255050, 251876.89
907265030, 189431.42
907285100, 227305.94
907290080, 187645.41
907290230, 146450.94
907401050, 205174.31
907405030, 216344.39
907410040, 215089.39
907410100, 189169.8
907412010, 211873.81
907414040, 181188.38
907418020, 179394.58
907420070, 178335.97
907420090, 183179.52
908103310, 117664.76
908103320, 126160.79
908127050, 147518.5
908186060, 145780.91
908186070, 147897.92
908186090, 147897.92
908188120, 132865.34
908188140, 132259.14
908188150, 133138.64
908225180, 79086.41
908227010, 102179.91
908227040, 101879.56
908275290, 128050.41
909101050, 121443.7
909103020, 97898.3
909250210, 118996.77
909256010, 161909.81
909276070, 164977.95
909280070, 193882.66
910203100, 59851.41
910226060, 138549.09
914476500, 174215.62
916252170, 151973.53
921205050, 325838.16
923203100, 172522.19
923225260, 216233.7
923226150, 166031.86
923228260, 84238.76
923251180, 162118.14
924100070, 187181.92
